Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCX54,OUT013,1127.4757944358826
DRE01,OUT013,1127.4757944358826
NCB07,OUT045,1127.4757944358826
FDU50,OUT035,1127.4757944358826
FDG40,OUT035,1127.4757944358826
FDW10,OUT018,1127.4757944358826
FDX51,OUT013,1127.4757944358826
NCP17,OUT045,1127.4757944358826
FDP21,OUT035,1127.4757944358826
FDL04,OUT045,1127.4757944358826
FDV23,OUT013,1127.4757944358826
FDF24,OUT046,1127.4757944358826
FDH56,OUT027,1127.4757944358826
FDB51,OUT049,1127.4757944358826
FDI58,OUT027,1127.4757944358826
FDR20,OUT013,1127.4757944358826
FDC51,OUT018,1127.4757944358826
FDB16,OUT027,1127.4757944358826
FDE40,OUT049,1127.4757944358826
NCM17,OUT035,1127.4757944358826
FDU56,OUT035,1127.4757944358826
FDS32,OUT019,1127.4757944358826
FDX02,OUT049,1127.4757944358826
FDT39,OUT027,1127.4757944358826
FDE35,OUT017,1127.4757944358826
NCI42,OUT019,1127.4757944358826
DRL23,OUT046,1127.4757944358826
FDA10,OUT046,1127.4757944358826
FDA11,OUT013,1127.4757944358826
NCM06,OUT046,1127.4757944358826
NCT05,OUT035,1127.4757944358826
NCQ02,OUT010,1127.4757944358826
NCY06,OUT049,1127.4757944358826
FDY56,OUT035,1127.4757944358826
FDL02,OUT035,1127.4757944358826
NCI06,OUT035,1127.4757944358826
FDQ14,OUT045,1127.4757944358826
FDQ12,OUT017,1127.4757944358826
FDP36,OUT046,1127.4757944358826
FDK21,OUT027,1127.4757944358826
FDO40,OUT045,1127.4757944358826
NCK54,OUT019,1127.4757944358826
FDY09,OUT018,1127.4757944358826
NCW30,OUT049,1127.4757944358826
NCC55,OUT027,1127.4757944358826
FDE58,OUT018,1127.4757944358826
FDR39,OUT013,1127.4757944358826
FDU28,OUT049,1127.4757944358826
FDH08,OUT017,1127.4757944358826
FDG35,OUT045,1127.4757944358826
FDG22,OUT049,1127.4757944358826
FDC34,OUT035,1127.4757944358826
FDP15,OUT018,1127.4757944358826
FDK34,OUT010,1127.4757944358826
FDU45,OUT035,1127.4757944358826
FDQ04,OUT027,1127.4757944358826
FDX22,OUT018,1127.4757944358826
FDB45,OUT017,1127.4757944358826
NCH43,OUT027,1127.4757944358826
DRE60,OUT046,1127.4757944358826
FDD17,OUT027,1127.4757944358826
NCM54,OUT017,1127.4757944358826
NCH55,OUT013,1127.4757944358826
NCT06,OUT017,1127.4757944358826
FDA48,OUT027,1127.4757944358826
FDY58,OUT027,1127.4757944358826
FDO25,OUT045,1127.4757944358826
FDN50,OUT045,1127.4757944358826
FDH35,OUT035,1127.4757944358826
FDK09,OUT045,1127.4757944358826
FDO16,OUT013,1127.4757944358826
FDW11,OUT045,1127.4757944358826
FDU47,OUT027,1127.4757944358826
NCQ42,OUT010,1127.4757944358826
FDK55,OUT027,1127.4757944358826
FDN08,OUT049,1127.4757944358826
FDT57,OUT045,1127.4757944358826
FDJ12,OUT018,1127.4757944358826
DRL59,OUT017,1127.4757944358826
NCN53,OUT046,1127.4757944358826
FDO51,OUT010,1127.4757944358826
FDK56,OUT017,1127.4757944358826
FDY12,OUT035,1127.4757944358826
FDU15,OUT035,1127.4757944358826
FDQ19,OUT046,1127.4757944358826
DRF15,OUT045,1127.4757944358826
DRE25,OUT019,1127.4757944358826
FDK57,OUT018,1127.4757944358826
FDD33,OUT010,1127.4757944358826
FDR34,OUT027,1127.4757944358826
FDU04,OUT045,1127.4757944358826
FDE35,OUT019,1127.4757944358826
NCD31,OUT035,1127.4757944358826
FDJ56,OUT035,1127.4757944358826
NCU53,OUT046,1127.4757944358826
FDD39,OUT035,1127.4757944358826
NCU17,OUT019,1127.4757944358826
FDJ20,OUT046,1127.4757944358826
NCW41,OUT018,1127.4757944358826
FDL52,OUT035,1127.4757944358826
FDS39,OUT035,1127.4757944358826
DRJ47,OUT045,1127.4757944358826
FDP13,OUT010,1127.4757944358826
DRK39,OUT010,1127.4757944358826
FDF28,OUT010,1127.4757944358826
FDB09,OUT045,1127.4757944358826
FDM51,OUT046,1127.4757944358826
DRM49,OUT018,1127.4757944358826
DRF23,OUT013,1127.4757944358826
DRH01,OUT035,1127.4757944358826
FDH12,OUT027,1127.4757944358826
FDA28,OUT019,1127.4757944358826
FDW37,OUT018,1127.4757944358826
FDF02,OUT046,1127.4757944358826
DRL37,OUT046,1127.4757944358826
NCF43,OUT046,1127.4757944358826
FDH08,OUT010,1127.4757944358826
FDR34,OUT019,1127.4757944358826
NCK19,OUT049,1127.4757944358826
NCD55,OUT018,1127.4757944358826
FDT27,OUT049,1127.4757944358826
FDQ57,OUT045,1127.4757944358826
FDA47,OUT035,1127.4757944358826
DRG15,OUT027,1127.4757944358826
FDE05,OUT018,1127.4757944358826
FDN46,OUT046,1127.4757944358826
FDX27,OUT027,1127.4757944358826
FDT51,OUT045,1127.4757944358826
FDU33,OUT013,1127.4757944358826
FDJ16,OUT027,1127.4757944358826
FDD20,OUT019,1127.4757944358826
FDT36,OUT049,1127.4757944358826
DRF15,OUT027,1127.4757944358826
FDN52,OUT010,1127.4757944358826
FDC22,OUT027,1127.4757944358826
FDX15,OUT045,1127.4757944358826
FDT13,OUT013,1127.4757944358826
FDU04,OUT017,1127.4757944358826
FDU31,OUT019,1127.4757944358826
FDW59,OUT027,1127.4757944358826
NCO29,OUT046,1127.4757944358826
FDL15,OUT035,1127.4757944358826
FDI41,OUT049,1127.4757944358826
FDQ48,OUT049,1127.4757944358826
DRI39,OUT013,1127.4757944358826
FDI08,OUT013,1127.4757944358826
FDC21,OUT049,1127.4757944358826
FDF58,OUT035,1127.4757944358826
FDS08,OUT010,1127.4757944358826
FDE47,OUT045,1127.4757944358826
NCP18,OUT019,1127.4757944358826
NCR41,OUT013,1127.4757944358826
FDA27,OUT013,1127.4757944358826
FDA43,OUT035,1127.4757944358826
FDA49,OUT045,1127.4757944358826
NCE55,OUT018,1127.4757944358826
DRM49,OUT027,1127.4757944358826
FDF22,OUT027,1127.4757944358826
FDQ15,OUT018,1127.4757944358826
NCS54,OUT017,1127.4757944358826
NCY05,OUT013,1127.4757944358826
FDR45,OUT046,1127.4757944358826
FDK57,OUT049,1127.4757944358826
FDF41,OUT010,1127.4757944358826
FDV21,OUT046,1127.4757944358826
FDD51,OUT046,1127.4757944358826
FDF33,OUT046,1127.4757944358826
FDA38,OUT046,1127.4757944358826
FDR56,OUT045,1127.4757944358826
NCN41,OUT017,1127.4757944358826
FDC60,OUT027,1127.4757944358826
FDB47,OUT045,1127.4757944358826
DRH01,OUT013,1127.4757944358826
FDW08,OUT046,1127.4757944358826
FDF38,OUT027,1127.4757944358826
FDY32,OUT017,1127.4757944358826
FDG34,OUT049,1127.4757944358826
FDG47,OUT019,1127.4757944358826
NCF18,OUT035,1127.4757944358826
FDL39,OUT019,1127.4757944358826
NCH55,OUT035,1127.4757944358826
DRJ35,OUT049,1127.4757944358826
FDS44,OUT035,1127.4757944358826
DRE01,OUT018,1127.4757944358826
FDY39,OUT013,1127.4757944358826
FDY32,OUT018,1127.4757944358826
FDR33,OUT027,1127.4757944358826
NCP50,OUT049,1127.4757944358826
FDZ47,OUT018,1127.4757944358826
FDU57,OUT049,1127.4757944358826
FDY44,OUT013,1127.4757944358826
DRH59,OUT018,1127.4757944358826
FDB03,OUT027,1127.4757944358826
FDY46,OUT045,1127.4757944358826
FDM39,OUT045,1127.4757944358826
FDY36,OUT035,1127.4757944358826
NCM55,OUT035,1127.4757944358826
FDJ50,OUT010,1127.4757944358826
DRL60,OUT013,1127.4757944358826
NCJ54,OUT049,1127.4757944358826
FDX59,OUT017,1127.4757944358826
FDI07,OUT013,1127.4757944358826
DRF51,OUT010,1127.4757944358826
FDM14,OUT017,1127.4757944358826
FDP21,OUT045,1127.4757944358826
FDE40,OUT035,1127.4757944358826
FDE05,OUT035,1127.4757944358826
FDM13,OUT027,1127.4757944358826
FDC34,OUT027,1127.4757944358826
NCI55,OUT018,1127.4757944358826
NCE43,OUT018,1127.4757944358826
FDW58,OUT018,1127.4757944358826
FDG60,OUT045,1127.4757944358826
FDV31,OUT017,1127.4757944358826
FDR47,OUT013,1127.4757944358826
FDM60,OUT019,1127.4757944358826
NCF06,OUT018,1127.4757944358826
NCN26,OUT027,1127.4757944358826
FDQ59,OUT049,1127.4757944358826
FDF09,OUT046,1127.4757944358826
NCS06,OUT017,1127.4757944358826
FDT44,OUT046,1127.4757944358826
FDI19,OUT017,1127.4757944358826
FDT22,OUT017,1127.4757944358826
NCF54,OUT027,1127.4757944358826
DRG25,OUT045,1127.4757944358826
FDB59,OUT017,1127.4757944358826
FDQ37,OUT017,1127.4757944358826
FDP56,OUT035,1127.4757944358826
FDW44,OUT035,1127.4757944358826
FDJ26,OUT010,1127.4757944358826
FDU43,OUT018,1127.4757944358826
FDW33,OUT045,1127.4757944358826
NCX53,OUT027,1127.4757944358826
FDN56,OUT010,1127.4757944358826
DRF15,OUT049,1127.4757944358826
FDO33,OUT017,1127.4757944358826
FDZ39,OUT010,1127.4757944358826
NCJ19,OUT017,1127.4757944358826
FDU01,OUT035,1127.4757944358826
FDT12,OUT035,1127.4757944358826
NCM18,OUT018,1127.4757944358826
FDP19,OUT017,1127.4757944358826
NCR42,OUT049,1127.4757944358826
FDN10,OUT046,1127.4757944358826
FDG44,OUT017,1127.4757944358826
FDQ10,OUT046,1127.4757944358826
DRH13,OUT049,1127.4757944358826
FDT52,OUT013,1127.4757944358826
FDM56,OUT045,1127.4757944358826
NCO43,OUT010,1127.4757944358826
NCV29,OUT035,1127.4757944358826
NCF06,OUT013,1127.4757944358826
FDO50,OUT035,1127.4757944358826
FDT59,OUT013,1127.4757944358826
FDX40,OUT027,1127.4757944358826
FDE50,OUT017,1127.4757944358826
FDX51,OUT017,1127.4757944358826
NCD30,OUT018,1127.4757944358826
FDK15,OUT013,1127.4757944358826
FDL12,OUT045,1127.4757944358826
FDK46,OUT017,1127.4757944358826
DRH49,OUT010,1127.4757944358826
FDQ57,OUT046,1127.4757944358826
FDY59,OUT017,1127.4757944358826
FDO09,OUT018,1127.4757944358826
NCG30,OUT035,1127.4757944358826
FDM09,OUT017,1127.4757944358826
NCN17,OUT027,1127.4757944358826
NCS42,OUT013,1127.4757944358826
FDD02,OUT019,1127.4757944358826
FDE34,OUT013,1127.4757944358826
FDU38,OUT045,1127.4757944358826
FDB33,OUT046,1127.4757944358826
NCJ29,OUT017,1127.4757944358826
FDZ27,OUT035,1127.4757944358826
FDI40,OUT013,1127.4757944358826
FDG22,OUT013,1127.4757944358826
FDT51,OUT017,1127.4757944358826
FDF20,OUT018,1127.4757944358826
FDV50,OUT035,1127.4757944358826
FDT02,OUT049,1127.4757944358826
DRC49,OUT017,1127.4757944358826
FDF26,OUT049,1127.4757944358826
FDV52,OUT035,1127.4757944358826
FDX59,OUT049,1127.4757944358826
FDV25,OUT035,1127.4757944358826
FDW23,OUT027,1127.4757944358826
FDE53,OUT018,1127.4757944358826
FDA19,OUT017,1127.4757944358826
FDH22,OUT046,1127.4757944358826
NCO41,OUT013,1127.4757944358826
FDX12,OUT017,1127.4757944358826
FDF17,OUT013,1127.4757944358826
FDS11,OUT045,1127.4757944358826
FDR51,OUT035,1127.4757944358826
FDT49,OUT010,1127.4757944358826
FDC56,OUT013,1127.4757944358826
FDR13,OUT027,1127.4757944358826
FDQ60,OUT035,1127.4757944358826
FDN38,OUT049,1127.4757944358826
NCL29,OUT013,1127.4757944358826
FDO13,OUT027,1127.4757944358826
FDE26,OUT018,1127.4757944358826
FDA31,OUT010,1127.4757944358826
FDX14,OUT035,1127.4757944358826
FDA34,OUT045,1127.4757944358826
FDF26,OUT013,1127.4757944358826
FDE38,OUT045,1127.4757944358826
DRI11,OUT046,1127.4757944358826
FDQ60,OUT027,1127.4757944358826
FDL21,OUT027,1127.4757944358826
DRC12,OUT027,1127.4757944358826
FDC47,OUT046,1127.4757944358826
FDE57,OUT045,1127.4757944358826
FDT14,OUT045,1127.4757944358826
NCZ53,OUT046,1127.4757944358826
FDE28,OUT018,1127.4757944358826
FDR19,OUT035,1127.4757944358826
NCF54,OUT019,1127.4757944358826
FDZ08,OUT046,1127.4757944358826
NCJ05,OUT018,1127.4757944358826
FDF59,OUT046,1127.4757944358826
NCO05,OUT035,1127.4757944358826
FDW24,OUT018,1127.4757944358826
NCX42,OUT018,1127.4757944358826
NCA53,OUT035,1127.4757944358826
FDI45,OUT019,1127.4757944358826
FDG46,OUT046,1127.4757944358826
FDM20,OUT010,1127.4757944358826
FDW11,OUT010,1127.4757944358826
FDX08,OUT035,1127.4757944358826
NCK17,OUT035,1127.4757944358826
FDK32,OUT018,1127.4757944358826
NCA42,OUT035,1127.4757944358826
DRI01,OUT035,1127.4757944358826
NCL55,OUT049,1127.4757944358826
DRE25,OUT018,1127.4757944358826
FDD14,OUT017,1127.4757944358826
FDB10,OUT046,1127.4757944358826
DRN11,OUT035,1127.4757944358826
FDP38,OUT018,1127.4757944358826
NCA30,OUT017,1127.4757944358826
FDT15,OUT017,1127.4757944358826
NCP55,OUT018,1127.4757944358826
FDF12,OUT035,1127.4757944358826
FDM21,OUT018,1127.4757944358826
FDX56,OUT035,1127.4757944358826
FDF10,OUT017,1127.4757944358826
FDT32,OUT045,1127.4757944358826
FDM51,OUT018,1127.4757944358826
NCR50,OUT018,1127.4757944358826
FDI19,OUT049,1127.4757944358826
FDX21,OUT017,1127.4757944358826
FDR31,OUT035,1127.4757944358826
FDY02,OUT013,1127.4757944358826
NCA29,OUT045,1127.4757944358826
NCX17,OUT046,1127.4757944358826
FDM12,OUT045,1127.4757944358826
FDI53,OUT027,1127.4757944358826
NCU30,OUT049,1127.4757944358826
FDC56,OUT027,1127.4757944358826
FDK27,OUT018,1127.4757944358826
NCK18,OUT017,1127.4757944358826
FDB52,OUT019,1127.4757944358826
DRG25,OUT027,1127.4757944358826
FDZ13,OUT049,1127.4757944358826
FDB57,OUT019,1127.4757944358826
FDR40,OUT046,1127.4757944358826
NCO14,OUT019,1127.4757944358826
NCN19,OUT045,1127.4757944358826
FDQ28,OUT019,1127.4757944358826
FDO13,OUT018,1127.4757944358826
FDK48,OUT013,1127.4757944358826
FDU07,OUT018,1127.4757944358826
FDW20,OUT046,1127.4757944358826
FDV12,OUT010,1127.4757944358826
FDH24,OUT013,1127.4757944358826
FDV59,OUT049,1127.4757944358826
FDK57,OUT045,1127.4757944358826
FDL16,OUT027,1127.4757944358826
NCQ17,OUT046,1127.4757944358826
FDJ15,OUT018,1127.4757944358826
FDX24,OUT049,1127.4757944358826
FDT47,OUT046,1127.4757944358826
FDT10,OUT049,1127.4757944358826
FDZ37,OUT018,1127.4757944358826
FDW43,OUT027,1127.4757944358826
DRN36,OUT017,1127.4757944358826
FDJ14,OUT045,1127.4757944358826
FDA32,OUT013,1127.4757944358826
FDJ38,OUT019,1127.4757944358826
FDQ57,OUT017,1127.4757944358826
NCQ41,OUT019,1127.4757944358826
FDG56,OUT049,1127.4757944358826
DRC13,OUT027,1127.4757944358826
FDV55,OUT035,1127.4757944358826
FDQ49,OUT045,1127.4757944358826
FDE29,OUT010,1127.4757944358826
FDR03,OUT013,1127.4757944358826
FDD45,OUT049,1127.4757944358826
FDN38,OUT010,1127.4757944358826
FDT56,OUT046,1127.4757944358826
FDT48,OUT045,1127.4757944358826
FDU03,OUT049,1127.4757944358826
FDC56,OUT010,1127.4757944358826
NCO43,OUT027,1127.4757944358826
FDQ27,OUT017,1127.4757944358826
FDR03,OUT046,1127.4757944358826
DRH23,OUT010,1127.4757944358826
FDG22,OUT045,1127.4757944358826
NCJ42,OUT013,1127.4757944358826
FDR24,OUT046,1127.4757944358826
FDW60,OUT035,1127.4757944358826
FDJ08,OUT013,1127.4757944358826
DRL59,OUT018,1127.4757944358826
FDG60,OUT010,1127.4757944358826
FDW27,OUT017,1127.4757944358826
FDX14,OUT018,1127.4757944358826
FDC20,OUT013,1127.4757944358826
NCS29,OUT018,1127.4757944358826
FDJ56,OUT046,1127.4757944358826
FDB20,OUT019,1127.4757944358826
FDL28,OUT027,1127.4757944358826
FDW01,OUT018,1127.4757944358826
FDL03,OUT046,1127.4757944358826
FDX22,OUT049,1127.4757944358826
FDJ21,OUT035,1127.4757944358826
FDR31,OUT045,1127.4757944358826
FDG21,OUT035,1127.4757944358826
FDS22,OUT027,1127.4757944358826
FDK08,OUT035,1127.4757944358826
FDE17,OUT018,1127.4757944358826
NCN30,OUT017,1127.4757944358826
FDT50,OUT046,1127.4757944358826
NCX42,OUT049,1127.4757944358826
FDJ12,OUT035,1127.4757944358826
NCA18,OUT027,1127.4757944358826
FDP23,OUT019,1127.4757944358826
FDX12,OUT013,1127.4757944358826
FDN40,OUT018,1127.4757944358826
FDV48,OUT035,1127.4757944358826
NCY54,OUT013,1127.4757944358826
FDL16,OUT010,1127.4757944358826
FDR45,OUT018,1127.4757944358826
FDJ52,OUT046,1127.4757944358826
DRG01,OUT017,1127.4757944358826
FDP52,OUT013,1127.4757944358826
FDU58,OUT017,1127.4757944358826
FDL02,OUT045,1127.4757944358826
FDG28,OUT013,1127.4757944358826
FDA19,OUT035,1127.4757944358826
FDW46,OUT027,1127.4757944358826
NCD43,OUT049,1127.4757944358826
DRG39,OUT013,1127.4757944358826
NCF55,OUT049,1127.4757944358826
FDJ07,OUT046,1127.4757944358826
FDE08,OUT046,1127.4757944358826
FDP56,OUT019,1127.4757944358826
FDT45,OUT045,1127.4757944358826
FDF17,OUT018,1127.4757944358826
FDX44,OUT046,1127.4757944358826
FDM28,OUT027,1127.4757944358826
FDI36,OUT049,1127.4757944358826
FDS07,OUT045,1127.4757944358826
FDD36,OUT045,1127.4757944358826
FDW11,OUT046,1127.4757944358826
FDN40,OUT049,1127.4757944358826
NCQ18,OUT049,1127.4757944358826
NCQ54,OUT017,1127.4757944358826
NCS42,OUT045,1127.4757944358826
DRH39,OUT010,1127.4757944358826
FDC09,OUT027,1127.4757944358826
FDT08,OUT010,1127.4757944358826
FDC08,OUT035,1127.4757944358826
FDT20,OUT017,1127.4757944358826
FDS35,OUT035,1127.4757944358826
FDX58,OUT018,1127.4757944358826
FDW58,OUT046,1127.4757944358826
DRD27,OUT046,1127.4757944358826
FDH32,OUT019,1127.4757944358826
FDS26,OUT035,1127.4757944358826
FDQ31,OUT046,1127.4757944358826
FDP11,OUT018,1127.4757944358826
FDD58,OUT017,1127.4757944358826
FDM33,OUT045,1127.4757944358826
FDZ16,OUT049,1127.4757944358826
NCS29,OUT010,1127.4757944358826
NCM18,OUT019,1127.4757944358826
FDP11,OUT049,1127.4757944358826
NCC42,OUT017,1127.4757944358826
DRM23,OUT046,1127.4757944358826
NCN55,OUT027,1127.4757944358826
FDK46,OUT013,1127.4757944358826
FDR01,OUT046,1127.4757944358826
NCA05,OUT045,1127.4757944358826
NCP43,OUT017,1127.4757944358826
FDR12,OUT010,1127.4757944358826
FDQ01,OUT013,1127.4757944358826
FDM13,OUT046,1127.4757944358826
FDQ19,OUT017,1127.4757944358826
FDK56,OUT019,1127.4757944358826
NCX06,OUT010,1127.4757944358826
FDO56,OUT027,1127.4757944358826
FDU45,OUT045,1127.4757944358826
FDI16,OUT019,1127.4757944358826
FDL32,OUT046,1127.4757944358826
FDA07,OUT046,1127.4757944358826
FDA14,OUT045,1127.4757944358826
FDV46,OUT027,1127.4757944358826
NCO07,OUT035,1127.4757944358826
NCP41,OUT046,1127.4757944358826
FDY60,OUT018,1127.4757944358826
FDN38,OUT017,1127.4757944358826
FDO15,OUT046,1127.4757944358826
FDT60,OUT013,1127.4757944358826
FDA55,OUT035,1127.4757944358826
FDE02,OUT010,1127.4757944358826
DRJ39,OUT049,1127.4757944358826
FDV34,OUT035,1127.4757944358826
FDS20,OUT027,1127.4757944358826
FDF02,OUT027,1127.4757944358826
FDW40,OUT017,1127.4757944358826
NCB43,OUT046,1127.4757944358826
FDR58,OUT017,1127.4757944358826
DRJ59,OUT035,1127.4757944358826
NCD30,OUT017,1127.4757944358826
FDE14,OUT017,1127.4757944358826
FDC28,OUT018,1127.4757944358826
FDU16,OUT018,1127.4757944358826
NCD19,OUT035,1127.4757944358826
FDU21,OUT046,1127.4757944358826
FDV59,OUT027,1127.4757944358826
FDU03,OUT045,1127.4757944358826
FDC33,OUT010,1127.4757944358826
NCR42,OUT035,1127.4757944358826
DRH59,OUT035,1127.4757944358826
NCM31,OUT035,1127.4757944358826
FDS50,OUT035,1127.4757944358826
FDP39,OUT046,1127.4757944358826
FDQ55,OUT013,1127.4757944358826
FDV36,OUT019,1127.4757944358826
FDI05,OUT027,1127.4757944358826
FDS45,OUT027,1127.4757944358826
FDA39,OUT045,1127.4757944358826
FDC37,OUT010,1127.4757944358826
FDJ60,OUT027,1127.4757944358826
DRQ35,OUT046,1127.4757944358826
NCJ06,OUT046,1127.4757944358826
NCY42,OUT018,1127.4757944358826
DRM37,OUT049,1127.4757944358826
FDR14,OUT045,1127.4757944358826
FDE51,OUT049,1127.4757944358826
FDT33,OUT017,1127.4757944358826
FDR08,OUT013,1127.4757944358826
FDE36,OUT010,1127.4757944358826
FDL22,OUT019,1127.4757944358826
FDR44,OUT013,1127.4757944358826
FDI56,OUT019,1127.4757944358826
FDE47,OUT010,1127.4757944358826
FDV27,OUT010,1127.4757944358826
FDV10,OUT049,1127.4757944358826
FDC40,OUT045,1127.4757944358826
NCX41,OUT013,1127.4757944358826
NCQ38,OUT027,1127.4757944358826
FDV12,OUT027,1127.4757944358826
FDE52,OUT017,1127.4757944358826
FDG20,OUT027,1127.4757944358826
FDV16,OUT027,1127.4757944358826
FDI32,OUT017,1127.4757944358826
FDJ32,OUT049,1127.4757944358826
FDN39,OUT018,1127.4757944358826
FDY34,OUT017,1127.4757944358826
FDC14,OUT035,1127.4757944358826
FDA55,OUT017,1127.4757944358826
FDZ50,OUT010,1127.4757944358826
DRG13,OUT049,1127.4757944358826
FDP01,OUT013,1127.4757944358826
NCG54,OUT017,1127.4757944358826
FDM13,OUT045,1127.4757944358826
NCO18,OUT027,1127.4757944358826
NCW41,OUT013,1127.4757944358826
FDM52,OUT027,1127.4757944358826
NCF55,OUT035,1127.4757944358826
FDT09,OUT046,1127.4757944358826
NCM19,OUT035,1127.4757944358826
FDW12,OUT018,1127.4757944358826
FDP15,OUT019,1127.4757944358826
FDK36,OUT045,1127.4757944358826
FDZ25,OUT035,1127.4757944358826
NCW06,OUT049,1127.4757944358826
FDW60,OUT046,1127.4757944358826
DRC49,OUT013,1127.4757944358826
NCT17,OUT035,1127.4757944358826
NCN06,OUT018,1127.4757944358826
FDC45,OUT013,1127.4757944358826
DRJ47,OUT019,1127.4757944358826
NCF06,OUT045,1127.4757944358826
FDE21,OUT010,1127.4757944358826
DRG27,OUT013,1127.4757944358826
FDW40,OUT049,1127.4757944358826
NCO53,OUT046,1127.4757944358826
FDE23,OUT049,1127.4757944358826
FDQ16,OUT046,1127.4757944358826
FDS26,OUT045,1127.4757944358826
FDZ13,OUT010,1127.4757944358826
FDS14,OUT049,1127.4757944358826
FDC10,OUT045,1127.4757944358826
FDY16,OUT049,1127.4757944358826
FDJ20,OUT035,1127.4757944358826
FDV43,OUT035,1127.4757944358826
FDZ32,OUT027,1127.4757944358826
FDR23,OUT046,1127.4757944358826
FDN24,OUT035,1127.4757944358826
FDE34,OUT027,1127.4757944358826
FDU31,OUT013,1127.4757944358826
FDW33,OUT018,1127.4757944358826
FDU26,OUT046,1127.4757944358826
FDE20,OUT027,1127.4757944358826
NCW05,OUT035,1127.4757944358826
FDB22,OUT018,1127.4757944358826
FDO56,OUT046,1127.4757944358826
FDA19,OUT027,1127.4757944358826
DRI39,OUT045,1127.4757944358826
FDH52,OUT018,1127.4757944358826
FDZ50,OUT035,1127.4757944358826
NCN42,OUT035,1127.4757944358826
FDB53,OUT013,1127.4757944358826
DRG11,OUT017,1127.4757944358826
DRK11,OUT027,1127.4757944358826
FDQ60,OUT017,1127.4757944358826
FDT36,OUT017,1127.4757944358826
DRG25,OUT018,1127.4757944358826
DRJ23,OUT046,1127.4757944358826
FDG05,OUT035,1127.4757944358826
NCK06,OUT018,1127.4757944358826
FDU52,OUT017,1127.4757944358826
FDW07,OUT018,1127.4757944358826
NCM17,OUT045,1127.4757944358826
FDA22,OUT045,1127.4757944358826
NCA41,OUT018,1127.4757944358826
FDF38,OUT035,1127.4757944358826
FDH52,OUT046,1127.4757944358826
FDY58,OUT019,1127.4757944358826
FDZ16,OUT045,1127.4757944358826
NCM18,OUT017,1127.4757944358826
FDA22,OUT018,1127.4757944358826
NCJ43,OUT035,1127.4757944358826
FDI34,OUT027,1127.4757944358826
FDG56,OUT046,1127.4757944358826
FDS34,OUT046,1127.4757944358826
DRC01,OUT035,1127.4757944358826
FDQ04,OUT035,1127.4757944358826
FDK04,OUT035,1127.4757944358826
FDT51,OUT049,1127.4757944358826
FDV26,OUT017,1127.4757944358826
FDS04,OUT049,1127.4757944358826
FDW43,OUT018,1127.4757944358826
FDQ28,OUT010,1127.4757944358826
NCK06,OUT017,1127.4757944358826
FDS23,OUT018,1127.4757944358826
FDZ36,OUT019,1127.4757944358826
FDE56,OUT018,1127.4757944358826
FDW10,OUT027,1127.4757944358826
NCN14,OUT045,1127.4757944358826
NCQ18,OUT045,1127.4757944358826
FDW08,OUT017,1127.4757944358826
FDU43,OUT035,1127.4757944358826
FDR33,OUT010,1127.4757944358826
FDM24,OUT010,1127.4757944358826
NCZ05,OUT046,1127.4757944358826
NCV41,OUT035,1127.4757944358826
FDV11,OUT018,1127.4757944358826
NCY05,OUT035,1127.4757944358826
FDV44,OUT018,1127.4757944358826
FDW32,OUT049,1127.4757944358826
NCU18,OUT027,1127.4757944358826
NCC43,OUT035,1127.4757944358826
FDW19,OUT013,1127.4757944358826
FDN31,OUT035,1127.4757944358826
FDI48,OUT045,1127.4757944358826
FDS24,OUT017,1127.4757944358826
FDF46,OUT049,1127.4757944358826
DRG23,OUT017,1127.4757944358826
FDG14,OUT018,1127.4757944358826
NCY30,OUT049,1127.4757944358826
FDO28,OUT018,1127.4757944358826
DRD24,OUT035,1127.4757944358826
FDI33,OUT049,1127.4757944358826
FDN32,OUT046,1127.4757944358826
FDR16,OUT045,1127.4757944358826
FDF26,OUT046,1127.4757944358826
NCN29,OUT018,1127.4757944358826
FDE20,OUT045,1127.4757944358826
FDA46,OUT046,1127.4757944358826
FDU28,OUT045,1127.4757944358826
FDQ48,OUT045,1127.4757944358826
FDV36,OUT013,1127.4757944358826
FDR14,OUT018,1127.4757944358826
FDP23,OUT017,1127.4757944358826
FDP56,OUT013,1127.4757944358826
FDK48,OUT010,1127.4757944358826
FDR48,OUT046,1127.4757944358826
NCY29,OUT049,1127.4757944358826
FDM22,OUT018,1127.4757944358826
DRJ01,OUT013,1127.4757944358826
FDZ43,OUT045,1127.4757944358826
FDV03,OUT035,1127.4757944358826
FDX11,OUT027,1127.4757944358826
NCA41,OUT027,1127.4757944358826
FDE38,OUT017,1127.4757944358826
FDI27,OUT018,1127.4757944358826
FDN32,OUT013,1127.4757944358826
NCN43,OUT017,1127.4757944358826
FDB47,OUT027,1127.4757944358826
FDV03,OUT017,1127.4757944358826
NCN30,OUT045,1127.4757944358826
NCV54,OUT010,1127.4757944358826
FDV07,OUT013,1127.4757944358826
FDP07,OUT049,1127.4757944358826
FDK48,OUT018,1127.4757944358826
FDM15,OUT019,1127.4757944358826
FDY19,OUT027,1127.4757944358826
FDK46,OUT046,1127.4757944358826
FDY11,OUT045,1127.4757944358826
FDH09,OUT046,1127.4757944358826
FDO08,OUT027,1127.4757944358826
FDU14,OUT013,1127.4757944358826
FDD22,OUT027,1127.4757944358826
FDM27,OUT017,1127.4757944358826
